sensor_id,region,latitude,longitude,temperature,humidity,vibration,network_traffic
0,server_nord,0.0,0.0,31.15,66.35,1.004,271.92
1,server_centre,0.0,0.0,33.12,70.55,0.589,130.88
2,server_sud,0.0,0.0,36.21,82.02,0.397,104.65
3,server_ouest,0.0,0.0,26.15,53.91,1.049,302.44
4,server_est,0.0,0.0,35.07,77.06,0.429,127.54
5,server_nord,0.0,0.0,36.75,78.80,0.538,124.96
6,server_centre,0.0,0.0,17.67,36.20,2.421,401.63
7,server_sud,0.0,0.0,24.20,48.17,1.781,379.58
8,server_ouest,0.0,0.0,17.86,39.16,2.845,516.34
9,server_est,0.0,0.0,27.87,43.54,2.827,441.80
10,server_nord,0.0,0.0,20.12,39.26,2.265,539.95
11,server_centre,0.0,0.0,20.64,33.42,3.140,549.26
12,server_sud,0.0,0.0,27.80,56.45,0.561,332.98
13,server_ouest,0.0,0.0,27.33,56.09,0.846,311.09
14,server_est,0.0,0.0,35.07,81.27,0.468,134.47
15,server_nord,0.0,0.0,37.21,76.64,0.486,106.45
16,server_centre,0.0,0.0,16.73,55.82,2.121,516.05
17,server_sud,0.0,0.0,34.92,73.78,0.498,98.85
18,server_ouest,0.0,0.0,26.58,62.49,1.239,249.26
19,server_est,0.0,0.0,35.14,70.07,0.534,129.68
20,server_nord,0.0,0.0,27.20,61.02,0.510,340.25
21,server_centre,0.0,0.0,27.97,67.62,1.282,228.62
22,server_sud,0.0,0.0,33.97,74.36,0.485,148.47
23,server_ouest,0.0,0.0,34.68,82.83,0.660,120.65
24,server_est,0.0,0.0,27.75,67.05,1.191,329.59
25,server_nord,0.0,0.0,26.93,68.17,0.911,235.43
26,server_centre,0.0,0.0,31.63,77.87,0.497,119.87
27,server_sud,0.0,0.0,20.54,45.28,1.553,676.30
28,server_ouest,0.0,0.0,22.15,50.93,2.315,486.69
29,server_est,0.0,0.0,27.06,60.20,1.023,181.99
30,server_nord,0.0,0.0,32.40,69.78,0.562,141.09
31,server_centre,0.0,0.0,26.47,61.92,0.686,234.18
32,server_sud,0.0,0.0,34.53,75.09,0.454,102.96
33,server_ouest,0.0,0.0,26.20,61.36,1.038,253.23
34,server_est,0.0,0.0,28.22,64.20,1.255,274.37
35,server_nord,0.0,0.0,35.46,80.52,0.442,141.03
36,server_centre,0.0,0.0,20.98,40.15,3.289,638.40
37,server_sud,0.0,0.0,26.34,57.94,0.798,256.91
38,server_ouest,0.0,0.0,36.74,83.04,0.401,130.36
39,server_est,0.0,0.0,31.43,62.92,0.957,238.76
40,server_nord,0.0,0.0,25.35,70.10,1.001,275.98
41,server_centre,0.0,0.0,23.22,48.93,1.509,537.92
42,server_sud,0.0,0.0,31.28,83.48,0.469,118.00
43,server_ouest,0.0,0.0,31.39,46.44,1.348,215.30
44,server_est,0.0,0.0,33.09,83.18,0.642,87.57
45,server_nord,0.0,0.0,30.79,90.01,0.483,154.86
46,server_centre,0.0,0.0,20.98,57.05,2.393,361.13
47,server_sud,0.0,0.0,27.71,56.59,0.848,350.79
48,server_ouest,0.0,0.0,27.92,57.88,0.975,261.82
49,server_est,0.0,0.0,16.13,44.72,3.199,670.12
50,server_nord,0.0,0.0,35.45,78.49,0.681,136.48
51,server_centre,0.0,0.0,26.60,56.50,2.516,607.46
52,server_sud,0.0,0.0,31.18,64.33,0.840,236.10
53,server_ouest,0.0,0.0,23.35,57.18,2.536,580.10
54,server_est,0.0,0.0,26.31,54.75,1.423,209.57
55,server_nord,0.0,0.0,28.05,84.66,0.539,119.81
56,server_centre,0.0,0.0,33.93,79.90,0.478,126.14
57,server_sud,0.0,0.0,34.20,82.14,0.578,93.03
58,server_ouest,0.0,0.0,32.51,58.90,0.708,239.26
59,server_est,0.0,0.0,26.87,68.43,1.100,241.96
60,server_nord,0.0,0.0,37.53,74.74,0.546,133.48
61,server_centre,0.0,0.0,34.73,76.70,0.448,108.30
62,server_sud,0.0,0.0,21.95,62.48,3.173,535.61
63,server_ouest,0.0,0.0,24.60,46.97,3.451,663.70
64,server_est,0.0,0.0,34.86,73.68,0.487,121.22
65,server_nord,0.0,0.0,37.88,77.41,0.516,124.36
66,server_centre,0.0,0.0,20.52,42.76,2.799,549.31
67,server_sud,0.0,0.0,36.11,77.96,0.500,129.32
68,server_ouest,0.0,0.0,29.91,55.92,0.916,234.06
